pmid
24487419
25398257
25403655
25421008
25854962
25921356
26042876
26098738
26139503
26175273
26187583
26204260
26270444
26290479
26308604
26331675
26338783
26344010
26350481
26392030
26395527
26416345
26444646
26446012
26455587
26474422
26489986
26497004
26505976
26511607
26513409
26516794
26523783
26553960
26555836
26559720
26563446
26563649
26564329
26567928
26568195
26578747
26581974
26599286
26601636
26616353
26620293
26639948
26646124
26646419
26652896
26662858
26672639
26674559
26675123
26687985
26689318
26691126
26700157
26700411
26702478
26706666
26708529
26716995
26721613
26730557
26733696
26733699
26733702
26735529
26755784
26764576
26768323
26769877
26773923
26773991
26778760
26781062
26792706
26799683
26801463
26818326
26819159
26820826
26822880
26823929
26827876
26827877
26828802
26829453
26830008
26836926
26840191
26847352
26850412
26853618
26859438
26860499
26861143
26861165
26861366
26864652
26872753
26874461
26899477
26901639
26914264
26916271
26918766
26920363
26923931
26925821
26933875
26944393
26952286
26953291
26953302
26953990
26957660
26963717
26969480
26979826
26982210
26988423
26989123
26990778
26994107
26996986
27007975
27008846
27009565
27015157
27023688
27028939
27035581
27040844
27043326
27050604
27061342
27066892
27082887
27084726
27084911
27085758
27085817
27087386
27096847
27099932
27101004
27102021
27106243
27115724
27123917
27123919
27130621
27137196
27140989
27141842
27147285
27152620
27153141
27165876
27165953
27168141
27172583
27175317
27177521
27184175
27185793
27192330
27196594
27216378
27217587
27217588
27218678
27225016
27225650
27230302
27231798
27244063
27244817
27247161
27248701
27253619
27253710
27254845
27255073
27256827
27261408
27268422
27269013
27269029
27270874
27299617
27301913
27303913
27307724
27314472
27314884
27318409
27321603
27329121
27332358
27335101
27338777
27348283
27351659
27353261
27355000
27357964
27359281
27363310
27365496
27366897
27369285
27369767
27372218
27377518
27385231
27385241
27385244
27393143
27394148
27394934
27418265
27418345
27418553
27426404
27428547
27431293
27440393
27442712
27453380
27459854
27468764
27473449
27474844
27478924
27479089
27482893
27484235
27486543
27489008
27497294
27497767
27502778
27503320
27503793
27503975
27511987
27512721
27518043
27518662
27521764
27522341
27530349
27530688
27531088
27531722
27531874
27532274
27534979
27539890
27542562
27554664
27561692
27567000
27568512
27576908
27582229
27591020
27592608
27601276
27607056
27609239
27625078
27625726
27632768
27649842
27650771
27653796
27654151
27658671
27658846
27663939
27665313
27682744
27692137
27692801
27694059
27694451
27698195
27707607
27707792
27714442
27733648
27733957
27734126
27740861
27743751
27749602
27749797
27751797
27754839
27760782
27765455
27768836
27780332
27783548
27783619
27794173
27802072
27808096
27812043
27819196
27820758
27830254
27832989
27834688
27841049
27845780
27849350
27849644
27853105
27864932
27865568
27871837
27880090
27888437
27893581
27903100
27907909
27916364
27917216
27925868
27935032
27938634
27940343
27957868
27979005
27980387
27981691
27984346
27984526
27988412
27995643
27996330
28000125
28009698
28013270
28017586
28025058
28029753
28033519
28034982
28041949
28042621
28053517
28069913
28073041
28076834
28077135
28082528
28082817
28088743
28093055
28107580
28109642
28110928
28113169
28120509
28121897
28121997
28134590
28145655
28145912
28148631
28149979
28154400
28156305
28161034
28166446
28166464
28168591
28178050
28182212
28188301
28190690
28192376
28196031
28202428
28205333
28207747
28213110
28235118
28240996
28242082
28244865
28260403
28261976
28266919
28267693
28271745
28272186
28282324
28288073
28292769
28295260
28295416
28296579
28328632
28338454
28340104
28346773
28350480
28351569
28352490
28362848
28366316
28368908
28370746
28387979
28389293
28391245
28394905
28397128
28403427
28405342
28406708
28407067
28409741
28410614
28419887
28426473
28426535
28430046
28430692
28433337
28434457
28445501
28448772
28451867
28454830
28459904
28465360
28468133
28475598
28476262
28476277
28477795
28479467
28488093
28488986
28491887
28494183
28494791
28494904
28498498
28502546
28506507
28506855
28507206
28515198
28526961
28527930
28531770
28538559
28541748
28544288
28546041
28568245
28572118
28578174
28578865
28581025
28581372
28588790
28590946
28594246
28600754
28601311
28601352
28601729
28604141
28612362
28614178
28619483
28619532
28620089
28626504
28628701
28634104
28637725
28639701
28641361
28641996
28644687
28647626
28647680
28650247
28651153
28654593
28679541
28694708
28700736
28707181
28707421
28710943
28711626
28711636
28714426
28721034
28722211
28723312
28726478
28727520
28729411
28737234
28738684
28741257
28742777
28743157
28746925
28763410
28764570
28767106
28768628
28776253
28777874
28783541
28787376
28790810
28796035
28800256
28806372
28806374
28806891
28807366
28808115
28808856
28809128
28810127
28811121
28817294
28821513
28828485
28829522
28829862
28843582
28847449
28855164
28858944
28861915
28862069
28863009
28864961
28870742
28874941
28874942
28881318
28884614
28888149
28891267
28898808
28914663
28914955
28923576
28933709
28934000
28942775
28945184
28953313
28956286
28960162
28960360
28967517
28971545
28971920
28971982
28976789
28982355
28983064
28983558
28987068
28992512
29016245
29017807
29021111
29021576
29023285
29034725
29040198
29047076
29048972
29049120
29049192
29049354
29049457
29050752
29053020
29054352
29054575
29055923
29056349
29079604
29084626
29087919
29089007
29094346
29095750
29099931
29102458
29102460
29102956
29112666
29115076
29121328
29125908
29126583
29129193
29135698
29135769
29135773
29135839
29150151
29153668
29155916
29155919
29157683
29159310
29162345
29168241
29174833
29174885
29194005
29196125
29198871
29203521
29206568
29215462
29217448
29221432
29229465
29235189
29240640
29241106
29241835
29244102
29248333
29260604
29261341
29273452
29275945
29276176
29280224
29280887
29284570
29287034
29291765
29294630
29295165
29301406
29302989
29305022
29305714
29309516
29310332
29316823
29317551
29318415
29320915
29325548
29327358
29337086
29343479
29345150
29353555
29356189
29356800
29360481
29361804
29361848
29362719
29366485
29368489
29380216
29391120
29394405
29395416
29397000
29398309
29398313
29401186
29402676
29404943
29406367
29415846
29416858
29417369
29427221
29431201
29432267
29440054
29440888
29442216
29443839
29446449
29447854
29451943
29452067
29452972
29453941
29454784
29460494
29462768
29463436
29470180
29471035
29481616
29482150
29484686
29485940
29485950
29500048
29502242
29505378
29506947
29509775
29509885
29509935
29511995
29513379
29514370
29521774
29521781
29525786
29528786
29529669
29530654
29532067
29532477
29540609
29550623
29551894
29554592
29555113
29555862
29558251
29559866
29560071
29560072
29565661
29566841
29572081
29573622
29573962
29579356
29595408
29596692
29604091
29606222
29614708
29623562
29625538
29626620
29627755
29630689
29633130
29633899
29635465
29649094
29650620
29652077
29656382
29656707
29656918
29659716
29663511
29666043
29667453
29668209
29669495
29670391
29673266
29676453
29677070
29680584
29680935
29683356
29683734
29683843
29692877
29696224
29700904
29702655
29702995
29703552
29706176
29708021
29712503
29712535
29716570
29720042
29720155
29720535
29721042
29724388
29724525
29724548
29730626
29733099
29735614
29738603
29739781
29740191
29741217
29747037
29750844
29750893
29751746
29754866
29766143
29775915
29776688
29776800
29777229
29777672
29778776
29779549
29781284
29786922
29791433
29799649
29799927
29800019
29803058
29806885
29844259
29845999
29848736
29851193
29852825
29854208
29859388
29860668
29863917
29863920
29863921
29863931
29865989
29866380
29871625
29879084
