pmid
26042876
27165876
27253710
27332358
27531088
27707607
27903100
28041949
28976789
29054575
29521774
29521781
29724525
29735614
29741217
29778776
30066389
30092444
30243530
30295883
31060959
31115610
31141127
31303453
31357920
31395296
31422764
31566688
31637680
31665970
31715530
31718813
31787718
31854295
31907243
32276677
32305550
32325161
32368834
32479717
32536455
32745046
32753708
32779704
32787557
32796390
32925346
33027801
33065726
33119888
33174237
33219577
33233990
33340703
33378556
33416040
33499506
33515555
33555152
33677029
33689968
33729192
33993183
34016889
34098206
34139688
34145169
34159832
34246576
34452652
34498075
34607625
34688055
34784141
34816438
34936889
35129738
35238010
35276627
35643223
35688690
35703794
35711156
35802753
35820095
35900890
35948286
36028432
36040827
36055682
36117076
36128946
36181677
36459248
36594656
36597697
36642921
36657462
36702172
36807297
36810985
36823403
36825521
36841073
36869632
36915022
36930825
36933266
36935292
37003906
37032210
37061573
37103557
37126845
37129130
37137460
37159054
37196608
37288746
37302572
37326444
37332171
37365093
37366072
37377165
37401893
37439817
37455206
37455671
37499343
37506175
37626474
37638877
37676993
37679464
37729527
37746873
37775961
37811919
37871858
37876120
37880463
37883647
37946362
37956990
37968975
37972546
37980269
37983898
37997480
38011709
38019479
38032542
38048406
38052268
38052714
38057212
38081394
38088813
38123881
38191684
38197964
38244213
38245810
38259060
38339969
38340270
38372559
38387798
38403548
38431209
38432487
38437979
38444394
38446370
38460398
38470357
38478999
38483008
38521464
38523427
38532650
38538112
38551912
38556681
38572925
38582686
38599134
38603943
38608768
38634339
38644677
38648509
38661316
38663841
38670323
38677596
38688448
38695360
38700395
38701842
38705835
38720402
38735583
38768833
38775320
38801875
38810726
38814073
38815912
38826103
38830051
38833799
38843036
38847402
38857828
38872622
38877384
38897263
38913542
38914300
38934477
38942236
38946107
38960145
38965652
38971376
38976847
38985364
38985494
38994677
39007662
39016435
39019470
39030723
39051861
39068144
39089897
39111656
39127430
39128389
39128671
39134214
39137837
39147164
39150076
39168257
39173220
39176728
39176979
39180949
39208927
39210523
39219151
39231301
39238252
39241610
39244148
39244951
39255058
39260041
39264732
39269010
39284565
39312745
39317209
39321048
39330952
39342491
39342945
39357290
39363394
39369474
39370110
39389236
39412156
39413345
39413696
39419278
39424233
39437359
39437709
39447149
39448294
39465488
39469746
39475125
39480148
39480692
39485883
39503065
39537861
39543071
39545444
39546979
39547488
39547875
39562841
39563519
39565915
39569879
39575946
39580333
39581515
39587322
39601914
39615436
39616593
39616872
39627543
39631462
39645155
39647552
39647655
39658408
39661736
39667526
39670849
39697093
39704596
39716508
39746204
39755156
39773650
39787379
39787470
39799790
39803874
39807785
39842630
39855546
39862120
39868475
39870984
39875771
39878639
39891379
39894689
39894732
39918528
39923305
39930156
39933104
39939216
39951720
39961096
39961190
39970524
39976342
39977368
39978186
39983533
39986339
39988494
39993715
39994821
39996623
40000518
40000522
40010521
40015331
40032784
40033459
40036119
40042198
40047556
40056725
40062592
40071700
40096068
40100349
40106868
40111824
40111845
40113541
40118246
40121549
40124739
40127869
40145580
40154025
40156751
40162888
40167098
40169176
40175643
40181180
40183345
40187724
40204368
40207475
40219928
40221929
40234359
40237293
40243189
40248909
40250084
40250824
40257275
40259165
40261495
40267668
40267726
40274027
40285766
40306197
40310602
40312164
40312813
40312832
40319407
40324909
40326723
40340456
40341919
40346843
40346862
40359467
40384278
40392561
40395080
40397943
40397996
40398613
40401763
40409187
40415419
40418717
40420426
40440488
40441405
40441481
40449287
40455102
40455496
40466339
40480966
40495525
40498478
40501102
40506013
40526573
40532747
40540004
40540787
40541494
40543828
40549490
40549495
40555701
40562508
40578797
40581187
40581230
40583827
40599969
40610254
40610285
40618656
40623259
40623817
40633928
40640498
40652389
40654255
40658074
40658922
40660911
40667849
